names,urls,dates,conversion
"Han, Andrew",www.newssite.com/8,2019-02-21,1
"Han, Andrew",www.newssite.com/6,2019-01-30,0
"Han, Brandon",www.newssite.com/8,2019-01-14,0
"Han, Brandon",www.newssite.com/6,2019-01-08,0
"Han, Brandon",www.newssite.com/10,2019-01-04,0
"Han, Grace",www.newssite.com/3,2019-01-21,0
"Han, Grace",www.newssite.com/8,2019-01-12,0
"Han, Trevor",www.newssite.com/10,2018-11-28,0
"Han, Vy",www.newssite.com/5,2019-02-19,0
"Han, Vy",www.newssite.com/4,2019-01-07,0
"Han, Vy",www.newssite.com/10,2018-12-09,0
"Hancock, Danielle",www.newssite.com/7,2019-01-30,0
"Hancock, Meghan",www.newssite.com/4,2018-12-03,0
"Hand, Matthew",www.newssite.com/2,2018-11-23,0
"Hanf-Lefevre, Ryan",www.newssite.com/9,2019-02-08,1
"Hanf-Lefevre, Ryan",www.newssite.com/8,2018-12-28,0
"Hanf-Lefevre, Ryan",www.newssite.com/2,2018-12-25,0
"Hanf-Lefevre, Ryan",www.newssite.com/2,2018-12-11,0
"Hang, Yeeleng",www.newssite.com/10,2019-02-04,0
"Hannah, Angel",www.newssite.com/6,2019-02-06,0
"Hannah, Angel",www.newssite.com/7,2018-12-06,0
"Hansen, Danya",www.newssite.com/4,2019-02-11,0
"Hansen, Danya",www.newssite.com/10,2019-01-31,0
"Hansen, Kindra",www.newssite.com/10,2019-01-08,0
"Hansley, Alicia",www.newssite.com/5,2018-12-30,0
"Hanson, Cheneng",www.newssite.com/3,2018-12-21,0
"Harada Kuloloia, Francis",www.newssite.com/9,2018-12-21,1
"Hardaway, Maurice",www.newssite.com/10,2018-12-17,0
"Harden, Mishaela",www.newssite.com/10,2019-01-31,0
"Harding, Hannah",www.newssite.com/6,2018-12-26,0
"Hardy, Demetrius",www.newssite.com/8,2018-12-04,1
"Hardy, Dmitri",www.newssite.com/4,2018-12-11,0
"Hardy, Orion",www.newssite.com/7,2018-11-23,0
"Hardy, Siera",www.newssite.com/4,2019-02-16,0
"Harford, Jessica",www.newssite.com/10,2018-12-02,0
"Hargis, Taylor",www.newssite.com/3,2019-02-01,0
"Hargis, Taylor",www.newssite.com/7,2019-01-16,0
"Hargis, Taylor",www.newssite.com/5,2019-01-05,0
"Hargis, Taylor",www.newssite.com/6,2018-12-24,0
"Hargis, Taylor",www.newssite.com/10,2018-11-26,0
"Haring, Summer",www.newssite.com/9,2019-01-07,0
"Harjo, Klayson",www.newssite.com/10,2019-01-12,0
"Harjo, Klayson",www.newssite.com/2,2019-01-10,0
"Harjo, Klayson",www.newssite.com/4,2018-11-26,0
"Harkins, Sierra",www.newssite.com/7,2019-02-03,0
"Harlan, Shayla",www.newssite.com/2,2018-11-26,0
"Harm, Trevor",www.newssite.com/9,2018-12-25,0
"Harmon, Corey",www.newssite.com/5,2019-02-15,1
"Harmon, Corey",www.newssite.com/9,2018-12-11,0
"Harmon, Corey",www.newssite.com/9,2018-12-04,0
"Harness, Samantha",www.newssite.com/9,2019-02-04,0
"Haro, Stephanie",www.newssite.com/6,2019-02-14,0
"Haro, Stephanie",www.newssite.com/7,2019-01-16,0
"Haro, Stephanie",www.newssite.com/10,2018-11-23,0
"Harper-Clifton, Heaven",www.newssite.com/7,2019-01-09,0
"Harper, Brenden",www.newssite.com/8,2019-01-22,0
"Harper, Dominique",www.newssite.com/6,2018-12-23,0
"Harr, Lisa",www.newssite.com/10,2019-02-06,0
"Harr, Lisa",www.newssite.com/10,2019-02-06,0
"Harr, Lisa",www.newssite.com/8,2019-01-26,0
"Harr, Lisa",www.newssite.com/9,2018-12-04,0
"Harrell, Garrison",www.newssite.com/8,2019-01-17,0
"Harrell, Garrison",www.newssite.com/7,2019-01-06,0
"Harriman, Andy",www.newssite.com/5,2019-02-04,0
"Harriman, Andy",www.newssite.com/10,2018-12-11,0
"Harriman, Schyeler",www.newssite.com/7,2018-12-17,0
"Harris, Anthony",www.newssite.com/9,2018-12-01,0
"Harris, Ashley",www.newssite.com/10,2019-02-07,0
"Harris, Cody",www.newssite.com/5,2019-01-16,0
"Harris, Cody",www.newssite.com/4,2018-12-02,0
"Harris, Cody",www.newssite.com/4,2018-11-29,0
"Harris, Darian",www.newssite.com/9,2019-02-03,0
"Harris, Darian",www.newssite.com/4,2018-12-07,0
"Harris, Darian",www.newssite.com/7,2018-12-01,0
"Harris, Devante",www.newssite.com/8,2018-12-09,0
"Harris, Kiera",www.newssite.com/8,2019-01-20,0
"Harris, Kiera",www.newssite.com/7,2018-12-09,0
"Harris, Montaye",www.newssite.com/10,2019-02-16,0
"Harris, Nathan",www.newssite.com/10,2019-01-18,0
"Harris, Stacey",www.newssite.com/10,2019-01-11,0
"Harris, Stacey",www.newssite.com/10,2018-12-01,0
"Harris, Sterling",www.newssite.com/2,2019-01-21,0
"Harris, Westin",www.newssite.com/7,2019-02-05,0
"Harrod, Jerika",www.newssite.com/10,2019-02-17,0
"Harrod, Jerika",www.newssite.com/3,2019-02-06,0
"Harrod, Jerika",www.newssite.com/5,2019-01-31,0
"Hart, Hunter",www.newssite.com/4,2018-12-01,0
"Hart, Hunter",www.newssite.com/5,2018-11-23,0
"Hart, Kian",www.newssite.com/3,2018-12-19,1
"Hart, Rakeyia",www.newssite.com/10,2019-02-13,0
"Hartel, Alexander",www.newssite.com/10,2018-12-08,0
"Hartley, Colton",www.newssite.com/7,2019-02-18,0
"Hartley, Colton",www.newssite.com/4,2018-12-05,0
"Hartman, Zachary",www.newssite.com/5,2019-01-20,0
"Hartman, Zachary",www.newssite.com/7,2018-12-17,0
"Hartmann, Christopher",www.newssite.com/3,2018-12-31,0
"Harts, Sofia",www.newssite.com/5,2019-02-07,0
"Harts, Sofia",www.newssite.com/8,2019-01-31,0
"Harts, Sofia",www.newssite.com/6,2018-12-04,0
"Harvey, April",www.newssite.com/9,2019-02-17,0
"Harvey, April",www.newssite.com/7,2018-12-14,0
"Harvey, April",www.newssite.com/4,2018-11-23,0
"Harvey, Nam",www.newssite.com/7,2019-01-22,0
"Harvey, Nam",www.newssite.com/8,2018-12-27,0
"Harvey, Nam",www.newssite.com/5,2018-12-18,0
"Harvison, Breaunna",www.newssite.com/10,2018-12-25,0
"Harvison, Jeramy",www.newssite.com/2,2019-02-21,0
"Harvison, Jeramy",www.newssite.com/10,2019-02-21,0
"Harvison, Jeramy",www.newssite.com/5,2019-01-30,0
"Harvison, Jeramy",www.newssite.com/2,2018-12-06,0
"Hassan, Madeline",www.newssite.com/6,2018-12-18,0
"Hassan, Maggie",www.newssite.com/8,2019-02-18,0
"Hata, Keith",www.newssite.com/7,2018-11-28,1
"Hatch, Jonathan",www.newssite.com/10,2019-02-11,0
"Hatcher, Michael",www.newssite.com/2,2018-12-25,0
"Hatcher, Michael",www.newssite.com/5,2018-11-24,0
"Hathcock, Brannon",www.newssite.com/3,2019-02-08,0
"Hathcock, Brannon",www.newssite.com/9,2018-12-17,0
"Hathcock, Brannon",www.newssite.com/8,2018-12-05,0
"Hathcock, Brannon",www.newssite.com/4,2018-11-24,0
"Haulman, Jamie",www.newssite.com/7,2019-01-29,0
"Haun, Thomas",www.newssite.com/9,2019-01-27,0
"Haun, Thomas",www.newssite.com/9,2018-11-23,0
"Haury, Mason",www.newssite.com/5,2018-12-28,0
"Havlik, Jonathan",www.newssite.com/3,2019-01-02,0
"Hawkins, Cameron",www.newssite.com/10,2019-02-02,0
"Hawkins, Cameron",www.newssite.com/2,2018-12-16,0
"Hawkins, Elisha",www.newssite.com/7,2019-02-02,0
"Hawkins, Elisha",www.newssite.com/10,2019-01-31,0
"Hawkins, Elisha",www.newssite.com/3,2019-01-08,0
"Hawkins, Elisha",www.newssite.com/8,2018-12-04,0
"Hayashida, Andrew",www.newssite.com/4,2018-12-22,0
"Hayden, Dieu Linh",www.newssite.com/7,2019-01-27,0
"Hayden, Dieu Linh",www.newssite.com/8,2019-01-23,0
"Hayden, Dieu Linh",www.newssite.com/1,2018-12-18,0
"Hayden, Dieu Linh",www.newssite.com/7,2018-12-09,0
"Hayden, Jennifer",www.newssite.com/10,2019-02-15,0
"Hayes, Alexander",www.newssite.com/8,2019-02-19,0
"Hayes, Alexander",www.newssite.com/7,2019-02-11,0
"Hayes, Alexander",www.newssite.com/2,2018-12-01,0
"Hayes, Anthony",www.newssite.com/8,2019-01-21,0
"Hayes, Anthony",www.newssite.com/2,2018-12-02,0
"Hayes, Davion",www.newssite.com/9,2019-01-15,0
"Haynes, Ajunae",www.newssite.com/5,2019-02-01,0
"Haynes, Courtney",www.newssite.com/8,2019-01-09,0
"Haynes, Courtney",www.newssite.com/10,2018-12-08,0
"Hazell, Jacob",www.newssite.com/10,2018-12-16,0
"Hazell, Jacob",www.newssite.com/7,2018-12-01,0
"Hazy, Katelyn",www.newssite.com/8,2019-01-26,1
"Hazy, Katelyn",www.newssite.com/8,2019-01-09,0
"He, Noel",www.newssite.com/9,2019-02-15,0
"He, Noel",www.newssite.com/8,2019-01-25,0
"Heard, Monte Carlo",www.newssite.com/9,2019-02-20,1
"Heard, Monte Carlo",www.newssite.com/9,2019-02-04,0
"Heard, Monte Carlo",www.newssite.com/1,2019-01-02,0
"Heard, Monte Carlo",www.newssite.com/7,2018-12-01,0
"Hearns, Adaobi",www.newssite.com/8,2019-02-04,0
"Hearns, Lawrence",www.newssite.com/6,2019-02-20,0
"Hearns, Tajinae",www.newssite.com/9,2018-11-30,0
"Hearns, Tajinae",www.newssite.com/8,2018-11-28,0
"Heath, Shawn",www.newssite.com/7,2019-02-14,0
"Heath, Shawn",www.newssite.com/1,2019-01-26,0
"Heath, Shawn",www.newssite.com/5,2019-01-22,0
"Heath, Shawn",www.newssite.com/10,2018-12-16,0
"Hebbeler, Cameron",www.newssite.com/9,2019-01-05,0
"Hekkert, Breanne",www.newssite.com/10,2019-01-25,0
"Hellman, Aubrey",www.newssite.com/9,2018-12-23,0
"Hellman, Aubrey",www.newssite.com/6,2018-12-11,0
"Hemphill, Israel",www.newssite.com/8,2019-02-10,0
"Hemsouvanh, Kiana",www.newssite.com/6,2019-01-30,0
"Hemsouvanh, Kiana",www.newssite.com/8,2019-01-18,0
"Henderson, Jasmine",www.newssite.com/8,2019-01-22,0
"Henderson, Jasmine",www.newssite.com/9,2019-01-15,0
"Henderson, Jasmine",www.newssite.com/6,2019-01-12,0
"Henderson, Jasmine",www.newssite.com/3,2019-01-02,0
"Henderson, Jasmine",www.newssite.com/10,2018-12-10,0
"Henderson, Mar'Quasa",www.newssite.com/7,2019-02-09,0
"Henderson, Mar'Quasa",www.newssite.com/10,2019-01-20,0
"Henderson, Mar'Quasa",www.newssite.com/4,2018-11-28,0
"Hendrick, Kimberly",www.newssite.com/10,2019-02-11,0
"Hendricks, Hope",www.newssite.com/9,2019-02-16,0
"Hendricks, Hope",www.newssite.com/4,2019-01-10,0
"Henegan, Kivon",www.newssite.com/6,2018-12-11,1
"Heninger, David",www.newssite.com/9,2019-01-30,0
"Heninger, David",www.newssite.com/6,2018-11-28,0
"Henkels, Savannah",www.newssite.com/9,2019-01-09,0
"Henkels, Savannah",www.newssite.com/7,2018-12-01,0
"Henley, Elijah",www.newssite.com/10,2019-01-29,0
"Henning, Brittani",www.newssite.com/9,2018-12-18,0
"Henry, Cody",www.newssite.com/10,2019-02-05,0
"Henry, Cody",www.newssite.com/8,2019-01-09,0
"Henry, Maddison",www.newssite.com/10,2019-01-28,1
"Henry, Maddison",www.newssite.com/10,2018-12-20,0
"Henson, Amanda",www.newssite.com/7,2019-02-03,0
"Her, Brandon",www.newssite.com/2,2019-02-15,0
"Her, Rakshmai",www.newssite.com/7,2018-12-25,1
"Her, Rakshmai",www.newssite.com/10,2018-12-04,0
"Her, Rakshmai",www.newssite.com/10,2018-12-01,0
"Hergett, Alexander",www.newssite.com/3,2019-02-11,0
"Hergett, Alexander",www.newssite.com/7,2019-01-31,0
"Hergett, Alexander",www.newssite.com/5,2018-12-22,0
"Herman, Camden",www.newssite.com/6,2018-12-26,0
"Hermanyhorses, Diana",www.newssite.com/9,2018-12-14,0
"Hermanyhorses, Maggie Rose",www.newssite.com/8,2019-02-10,0
"Hermanyhorses, Maggie Rose",www.newssite.com/8,2018-12-20,0
"Hermanyhorses, Tanishia",www.newssite.com/4,2019-01-28,0
"Hermanyhorses, Tanishia",www.newssite.com/6,2019-01-08,0
"Hermawan, Hansena",www.newssite.com/5,2019-01-27,0
"Hermawan, Hansena",www.newssite.com/10,2019-01-13,0
"Hermawan, Hansena",www.newssite.com/9,2018-12-11,0
"Hermes, Kyle",www.newssite.com/3,2018-12-31,0
"Hernandez Pineda, Holidai",www.newssite.com/5,2019-01-09,0
"Hernandez Pineda, Holidai",www.newssite.com/6,2018-12-05,0
"Hernandez Pineda, Holidai",www.newssite.com/10,2018-12-04,0
"Hernandez Pineda, Holidai",www.newssite.com/10,2018-12-02,0
"Hernandez Urena, Tyler",www.newssite.com/5,2019-01-25,0
"Hernandez-Alcaraz, Marisa",www.newssite.com/5,2019-02-05,0
"Hernandez-Alcaraz, Marisa",www.newssite.com/8,2019-02-02,0
"Hernandez-Cruz, Maria",www.newssite.com/7,2019-01-26,0
"Hernandez, Alan",www.newssite.com/4,2018-12-22,0
"Hernandez, Alejandro",www.newssite.com/9,2019-01-17,0
"Hernandez, Carolina",www.newssite.com/5,2018-11-28,1
"Hernandez, Christina",www.newssite.com/8,2019-01-16,0
"Hernandez, Christina",www.newssite.com/3,2019-01-12,0
"Hernandez, Christina",www.newssite.com/7,2018-12-11,0
"Hernandez, Davianna",www.newssite.com/4,2019-01-01,0
"Hernandez, Diego",www.newssite.com/4,2019-02-10,0
"Hernandez, Diego",www.newssite.com/6,2018-12-11,0
"Hernandez, Jarod",www.newssite.com/10,2019-02-08,1
"Hernandez, Jarod",www.newssite.com/4,2019-01-27,0
"Hernandez, Jarod",www.newssite.com/2,2019-01-12,0
"Hernandez, Johvana",www.newssite.com/2,2018-12-27,0
"Hernandez, Joseph",www.newssite.com/5,2019-02-10,0
"Hernandez, Leticia",www.newssite.com/9,2018-12-11,0
"Hernandez, Michelle",www.newssite.com/8,2019-02-21,0
"Hernandez, Michelle",www.newssite.com/10,2018-12-20,0
"Hernandez, Rebeca",www.newssite.com/8,2019-02-01,0
"Hernandez, Rebeca",www.newssite.com/7,2018-12-19,0
"Hernandez, Ruben",www.newssite.com/5,2019-01-28,0
"Hernandez, Ruby",www.newssite.com/9,2018-11-28,0
"Hernandez, Tyler",www.newssite.com/8,2019-02-17,0
"Hernandez, Tyler",www.newssite.com/7,2019-01-20,0
"Hernandez, Tyler",www.newssite.com/10,2019-01-14,0
"Hernandez, Tyler",www.newssite.com/6,2018-12-14,0
"Hernandez, Valeria",www.newssite.com/6,2019-02-08,1
"Herrera-Rivera, Kailey",www.newssite.com/4,2019-02-08,0
"Herrera-Rivera, Kailey",www.newssite.com/7,2019-01-31,0
"Herrera-Rivera, Kailey",www.newssite.com/10,2019-01-08,0
"Herrera, Beatriz",www.newssite.com/6,2019-02-12,0
"Herrera, Beatriz",www.newssite.com/9,2019-01-24,0
"Herrera, Carl",www.newssite.com/2,2019-02-21,0
"Herrera, Carl",www.newssite.com/4,2018-12-21,0
"Herrera, Elias",www.newssite.com/9,2019-01-17,0
"Herrera, Elias",www.newssite.com/10,2019-01-03,0
"Herrera, Juan",www.newssite.com/3,2018-12-20,0
"Herrera, Lakota",www.newssite.com/8,2019-02-16,0
"Herrera, Lakota",www.newssite.com/10,2019-01-24,0
"Herrera, Lakota",www.newssite.com/9,2019-01-21,0
"Herrera, Lakota",www.newssite.com/9,2018-12-08,0
"Herrera, Lauren",www.newssite.com/9,2019-01-16,0
"Herrera, Marcos",www.newssite.com/6,2019-01-24,0
"Herrera, Marcos",www.newssite.com/3,2018-12-26,0
"Herrera, Marcos",www.newssite.com/5,2018-12-10,0
"Herrera, Trevor",www.newssite.com/3,2019-01-24,0
"Herrera, Trevor",www.newssite.com/5,2018-12-14,0
"Herrera, Trevor",www.newssite.com/6,2018-12-13,0
"Hertz, Jerry",www.newssite.com/6,2019-01-31,0
"Hesli, Preston",www.newssite.com/5,2019-01-24,0
"Hester, Kevin",www.newssite.com/8,2019-02-13,0
"Hester, Kevin",www.newssite.com/7,2018-12-31,0
"Hibler, Codi",www.newssite.com/6,2019-01-23,0
"Hibler, Codi",www.newssite.com/7,2018-12-21,0
"Hibler, Codi",www.newssite.com/10,2018-12-21,0
"Hickman, Brandon",www.newssite.com/9,2019-01-09,0
"Hicks, Robert",www.newssite.com/7,2018-12-08,0
"Hicks, Rustin",www.newssite.com/6,2019-02-08,0
"Hickson, Kelly",www.newssite.com/10,2019-01-19,1
"Hickson, Kelly",www.newssite.com/3,2018-12-23,0
"Hickson, Kelly",www.newssite.com/10,2018-11-24,0
"Hiep, Andrea",www.newssite.com/8,2018-12-07,0
"Higginbotham, Shania",www.newssite.com/5,2019-02-05,0
"Higginbotham, Shania",www.newssite.com/8,2019-02-02,0
"Higgins, Kirsten",www.newssite.com/9,2019-01-04,0
"High, Efren",www.newssite.com/7,2019-01-29,0
"High, Efren",www.newssite.com/4,2019-01-02,0
"High, Efren",www.newssite.com/5,2018-12-26,0
"Hightower, Jeffrey",www.newssite.com/4,2019-02-15,0
"Hightower, Jeffrey",www.newssite.com/1,2018-11-30,0
"Hightower, Kendall",www.newssite.com/10,2018-12-01,0
"Higinbotham, Joshua",www.newssite.com/6,2019-01-14,0
"Hilbert, Holden",www.newssite.com/7,2019-02-13,0
"Hill, Antwan",www.newssite.com/4,2019-02-13,0
"Hill, Antwan",www.newssite.com/6,2019-02-01,0
"Hill, Desiree",www.newssite.com/10,2019-01-06,0
"Hill, Kensie",www.newssite.com/9,2018-12-31,0
"Hill, Vincent",www.newssite.com/6,2019-02-08,0
"Hill, Vincent",www.newssite.com/4,2019-02-05,0
"Hills, Karen",www.newssite.com/10,2018-12-20,0
"Hilton, Shakeer",www.newssite.com/8,2018-12-06,0
"Hinds, Lance",www.newssite.com/6,2018-12-18,0
"Hines-Cross, Marcus",www.newssite.com/4,2019-02-01,0
"Hines-Cross, Marcus",www.newssite.com/10,2019-01-08,0
"Hines, Robert",www.newssite.com/7,2019-02-09,0
"Hines, Robert",www.newssite.com/4,2019-01-11,0
"Hirano, Isaiah",www.newssite.com/5,2019-02-06,0
"Hirano, Isaiah",www.newssite.com/5,2019-01-03,0
"Hirota, Daniel",www.newssite.com/4,2019-02-11,0
"Hirota, Daniel",www.newssite.com/6,2019-01-13,0
"Hirota, Daniel",www.newssite.com/8,2019-01-10,0
"Hishinuma, Cameron",www.newssite.com/9,2019-02-13,0
"Hishinuma, Cameron",www.newssite.com/6,2019-01-19,0
"Hishinuma, Cameron",www.newssite.com/9,2019-01-07,0
"Hishinuma, Margaret",www.newssite.com/8,2018-12-24,0
"Hishinuma, Margaret",www.newssite.com/4,2018-12-14,0
"Hishinuma, Stephanie",www.newssite.com/7,2018-11-27,0
"Hix, Jake",www.newssite.com/4,2019-02-12,0
"Ho, Amanda",www.newssite.com/8,2019-01-24,0
"Ho, Emily",www.newssite.com/4,2018-11-24,0
"Ho, James",www.newssite.com/6,2019-01-11,0
"Ho, James",www.newssite.com/9,2018-11-28,0
"Ho, Justin",www.newssite.com/10,2019-01-08,1
"Ho, Justin",www.newssite.com/7,2018-12-22,0
"Ho, Justin",www.newssite.com/7,2018-12-15,0
"Ho, Siddharth",www.newssite.com/8,2019-02-17,0
"Ho, Siddharth",www.newssite.com/6,2019-01-22,0
"Ho, Siddharth",www.newssite.com/7,2018-12-29,0
"Ho, Siddharth",www.newssite.com/5,2018-12-20,0
"Hoang, Tushar",www.newssite.com/9,2019-01-24,0
"Hoang, Tushar",www.newssite.com/7,2018-11-27,0
"Hobbs, Jordan",www.newssite.com/4,2018-12-22,0
"Hochmuth, Naomi",www.newssite.com/7,2019-02-20,0
"Hocker, Rasj'On",www.newssite.com/7,2018-12-25,0
"Hodges, Darlin",www.newssite.com/4,2018-11-26,0
"Hoeckel, Kin",www.newssite.com/3,2018-11-24,0
"Hoffman, Joseph",www.newssite.com/1,2019-01-04,0
"Hoffman, Joseph",www.newssite.com/9,2019-01-03,0
"Hoffman, Joseph",www.newssite.com/10,2019-01-01,0
"Hoffman, Patrick",www.newssite.com/9,2019-01-26,0
"Hoffschneider, Mitchell",www.newssite.com/9,2019-01-03,0
"Hogan, Joseph",www.newssite.com/5,2019-01-29,0
"Hogan, Joseph",www.newssite.com/3,2018-12-24,0
"Hogue, Madison",www.newssite.com/5,2018-11-30,0
"Holder, Eduardo",www.newssite.com/8,2019-02-12,0
"Holder, Eduardo",www.newssite.com/3,2018-12-13,0
"Holder, Eduardo",www.newssite.com/10,2018-12-05,0
"Holder, Trey",www.newssite.com/10,2019-01-02,0
"Holder, Trey",www.newssite.com/7,2018-12-15,0
"Holguin, Shanya",www.newssite.com/8,2019-01-19,0
"Holguin, Shanya",www.newssite.com/10,2018-12-15,0
"Holiday, Joseph",www.newssite.com/5,2019-02-11,0
"Holiday, Joseph",www.newssite.com/6,2018-12-08,0
"Holiday, Taylor",www.newssite.com/7,2018-12-19,0
"Holiday, Taylor",www.newssite.com/8,2018-12-04,0
"Holland, Jordon",www.newssite.com/5,2019-02-01,0
"Holland, Jordon",www.newssite.com/7,2019-01-23,0
"Holland, Jordon",www.newssite.com/6,2019-01-13,0
"Hollenbaugh, Matteah",www.newssite.com/10,2018-12-23,0
"Hollis, Cheyenne",www.newssite.com/10,2018-12-18,0
"Holmes, Benjamin",www.newssite.com/9,2019-02-06,1
"Holmes, Glenn",www.newssite.com/6,2018-12-15,0
"Holmes, Jacob",www.newssite.com/10,2019-01-31,0
"Holmes, Jacob",www.newssite.com/10,2018-12-27,0
"Holmes, Julie",www.newssite.com/3,2019-02-17,0
"Holmes, Julie",www.newssite.com/10,2018-12-01,0
"Holt, Desiree",www.newssite.com/10,2018-12-31,0
"Hood, Justin",www.newssite.com/7,2018-12-02,1
"Hoong, Jonathan",www.newssite.com/8,2019-01-29,0
"Hoong, Tracy",www.newssite.com/5,2019-02-17,0
"Hopkins, Tyra",www.newssite.com/8,2019-01-07,0
"Hopson, Gabriel",www.newssite.com/5,2019-01-10,0
"Horkans, Lindsay",www.newssite.com/6,2019-02-07,0
"Horkans, Lindsay",www.newssite.com/8,2018-12-24,0
"Horkans, Lindsay",www.newssite.com/8,2018-11-23,0
"Horne, Chance",www.newssite.com/9,2019-01-29,0
"Horne, Chance",www.newssite.com/8,2018-12-06,0
"Horner, Louis",www.newssite.com/10,2019-01-07,1
"Horton, Amir",www.newssite.com/9,2019-02-11,0
"Horton, Amir",www.newssite.com/10,2019-01-15,0
"Horton, Amir",www.newssite.com/9,2019-01-07,0
"Horton, Amir",www.newssite.com/2,2019-01-06,0
"Horton, Elijah",www.newssite.com/6,2018-12-27,0
"Horton, Isaiah",www.newssite.com/9,2019-01-24,0
"Horton, Krista",www.newssite.com/8,2018-12-02,0
"Horton, Teryk",www.newssite.com/8,2019-01-28,0
"Horton, Teryk",www.newssite.com/9,2018-12-26,0
"Hoshiko, Carolyn",www.newssite.com/9,2019-02-13,0
"Hoshiko, Carolyn",www.newssite.com/5,2019-02-12,0
"Hoshiko, Carolyn",www.newssite.com/10,2019-02-09,0
"Hoshiko, Carolyn",www.newssite.com/9,2019-01-21,0
"Hoshiko, Carolyn",www.newssite.com/7,2019-01-14,0
"Hotchkiss, Carolyn",www.newssite.com/7,2019-02-15,0
"Hotchkiss, Ted",www.newssite.com/7,2019-01-16,0
"Hou Hou, Kathryn",www.newssite.com/8,2019-01-27,0
"Hou Hou, Kathryn",www.newssite.com/9,2019-01-23,0
"Houdek, Janea",www.newssite.com/6,2018-12-29,0
"House, Charles",www.newssite.com/5,2019-02-12,0
"House, Charles",www.newssite.com/8,2018-12-15,0
"House, Charles",www.newssite.com/8,2018-11-28,0
"Hover, Jea Goun",www.newssite.com/7,2019-01-29,0
"Howard, Aesha",www.newssite.com/4,2019-02-17,0
"Howard, Aesha",www.newssite.com/7,2018-11-28,0
"Howard, Allison",www.newssite.com/10,2019-02-09,0
"Howard, Allison",www.newssite.com/10,2018-12-23,0
"Howard, Bradford",www.newssite.com/8,2019-01-22,0
"Howard, Bradford",www.newssite.com/1,2019-01-15,0
"Howard, Bradford",www.newssite.com/4,2019-01-04,0
"Howard, Bradford",www.newssite.com/3,2018-12-12,0
"Howard, Cynthia",www.newssite.com/5,2019-01-08,0
"Howard, Michelle",www.newssite.com/5,2018-12-26,0
"Howell, Alonis",www.newssite.com/5,2019-01-25,0
"Howell, Alonis",www.newssite.com/8,2019-01-05,0
"Howell, Orin",www.newssite.com/8,2019-02-11,0
"Howell, Orin",www.newssite.com/6,2019-02-02,0
"Howell, Orin",www.newssite.com/10,2018-12-30,0
"Howes, Bradley",www.newssite.com/3,2019-02-03,0
"Howshar, Daniel",www.newssite.com/4,2018-12-01,0
"Hsin, Kathy",www.newssite.com/4,2018-12-16,0
"Hsin, Kathy",www.newssite.com/5,2018-12-14,0
"Hsu, Christian",www.newssite.com/10,2018-12-16,0
"Hsu, Christian",www.newssite.com/8,2018-12-05,0
"Hsu, Derek",www.newssite.com/10,2019-02-21,1
"Hsu, Derek",www.newssite.com/10,2019-02-05,0
"Huang, Sydney",www.newssite.com/6,2019-02-11,0
"Huang, Trang",www.newssite.com/9,2019-01-11,0
"Huang, Trang",www.newssite.com/6,2018-12-08,0
"Hubbard, Josephvon",www.newssite.com/4,2019-02-11,0
"Hubbard, Kendall",www.newssite.com/1,2018-12-25,0
"Hubbs, Emilio",www.newssite.com/8,2019-01-22,0
"Hubbs, Santos",www.newssite.com/5,2018-12-14,0
"Hubjer, Shivani",www.newssite.com/5,2019-01-12,1
"Hubjer, Shivani",www.newssite.com/5,2019-01-06,0
"Hubjer, Shivani",www.newssite.com/7,2018-12-24,0
"Hubjer, Shivani",www.newssite.com/3,2018-12-09,0
"Hudgens, Kenya",www.newssite.com/9,2018-12-21,0
"Hudson, Shaquaisha",www.newssite.com/6,2019-02-06,0
"Hudson, Shaquaisha",www.newssite.com/9,2019-01-31,0
"Hudspeth, Elijah",www.newssite.com/9,2019-01-28,0
"Huff, Kyle",www.newssite.com/7,2019-01-28,1
"Huff, Nickolas",www.newssite.com/2,2019-01-26,0
"Huff, Nickolas",www.newssite.com/7,2019-01-19,0
"Hughes, Precious",www.newssite.com/10,2018-12-13,0
"Huitt, Alex",www.newssite.com/8,2018-12-23,0
"Hume, Minhaz",www.newssite.com/2,2018-12-27,0
"Humphreys, Andrew",www.newssite.com/6,2019-01-22,0
"Humphreys, Andrew",www.newssite.com/4,2019-01-08,0
"Hunkar, Gage",www.newssite.com/5,2019-01-02,0
"Hunn, D'Angelo",www.newssite.com/4,2018-12-20,0
"Hunt, Iesha",www.newssite.com/8,2018-12-27,0
"Hunt, Ryan",www.newssite.com/4,2018-12-30,0
"Hunter, Lily",www.newssite.com/3,2018-12-04,0
"Hurd, Derrick",www.newssite.com/7,2019-02-12,0
"Hurd, Derrick",www.newssite.com/10,2019-02-01,0
"Hurd, Derrick",www.newssite.com/10,2019-01-03,0
"Hurd, Derrick",www.newssite.com/9,2018-12-07,0
"Hurd, Sean",www.newssite.com/4,2019-01-24,0
"Hurtado, Diana",www.newssite.com/7,2019-02-19,0
"Hurtado, Diana",www.newssite.com/9,2018-12-20,0
"Hurtado, Diana",www.newssite.com/8,2018-12-14,0
"Hutchings, Jared",www.newssite.com/6,2019-02-14,0
"Hutchings, Jared",www.newssite.com/10,2019-01-18,0
"Hutchings, Jared",www.newssite.com/4,2018-11-30,0
"Hutchinson, Cierra",www.newssite.com/9,2019-02-09,0
"Hutchinson, Cierra",www.newssite.com/8,2018-12-15,0
